,Date,Open,High,Low,Close,Adj Close,Volume,USDT Marketcap,USDT Volume,USDT Change
26,2015-07-23,277.34,278.11,275.72,276.05,276.05,18531300,451600,143,0.0
27,2015-07-24,276.01,289.25,275.25,288.28,288.28,37199400,451600,1421,0.0
28,2015-07-25,288.16,290.73,286.0,288.7,288.7,20662200,451600,1680,0.0
29,2015-07-26,288.64,293.05,287.71,292.69,292.69,16032300,451600,2998,0.0
30,2015-07-27,292.64,297.77,287.45,293.62,293.62,30592000,451600,1175,0.0
31,2015-07-28,293.63,296.65,293.42,294.43,294.43,25453600,451600,241933,0.0
32,2015-07-29,294.48,294.54,288.78,289.59,289.59,24672600,451600,31367,0.0
33,2015-07-30,289.1,290.13,286.57,287.72,287.72,21635800,451600,2859,0.0
34,2015-07-31,287.7,288.96,282.34,284.65,284.65,23629100,451600,691649,0.0
35,2015-08-01,284.69,284.93,278.11,281.6,281.6,18995000,451600,56204,0.0
36,2015-08-02,280.45,283.03,277.53,282.61,282.61,17722200,451600,1087,0.0
37,2015-08-03,282.81,285.47,280.23,281.23,281.23,21474100,451600,1733,0.0
38,2015-08-04,281.23,285.71,281.23,285.22,285.22,21908700,451600,1243,0.0
39,2015-08-05,284.85,285.5,281.49,281.88,281.88,20128000,451600,548,0.0
40,2015-08-06,281.91,281.91,278.4,278.58,278.58,18792100,451600,1214,0.0
41,2015-08-07,278.74,280.39,276.37,279.58,279.58,42484800,451600,26200,0.0
42,2015-08-08,279.74,279.93,260.71,261.0,261.0,58533000,451600,10565,0.0
43,2015-08-09,261.12,267.0,260.47,265.08,265.08,23789600,451600,8,0.0
44,2015-08-10,265.48,267.03,262.6,264.47,264.47,20979400,451600,463,0.0
45,2015-08-11,264.34,270.39,264.09,270.39,270.39,25433900,451600,7736,0.0
46,2015-08-12,270.6,270.67,265.47,266.38,266.38,26815400,451600,244318,0.0
47,2015-08-13,266.18,266.23,262.84,264.08,264.08,27685500,451600,233100,0.0
48,2015-08-14,264.13,267.47,261.48,265.68,265.68,27091200,451600,255,0.0
49,2015-08-15,265.53,266.67,261.3,261.55,261.55,19321100,451600,59655,0.0
50,2015-08-16,261.87,262.44,257.04,258.51,258.51,29717000,451600,4403,0.0
51,2015-08-17,258.49,260.51,257.12,257.98,257.98,21617900,451600,200,0.0
52,2015-08-18,257.93,257.99,211.08,211.08,211.08,42147200,451600,4553,0.0
53,2015-08-19,225.67,237.41,222.77,226.68,226.68,60869200,451600,111025,0.0
54,2015-08-20,226.9,237.37,226.9,235.35,235.35,32275000,451600,12388,0.0
55,2015-08-21,235.35,236.43,231.72,232.57,232.57,23173800,451600,104034,0.0
56,2015-08-22,232.66,234.96,222.7,230.39,230.39,23205900,451600,1865,0.0
57,2015-08-23,230.38,232.71,225.58,228.17,228.17,18406600,451600,1051,0.0
