,Date,Open,High,Low,Close,Adj Close,Volume,USDT Marketcap,USDT Volume,USDT Change
581,2017-01-28,919.81,923.91,919.81,921.59,921.59,68979600,14951591,1575460,0.0
582,2017-01-29,922.07,923.42,919.15,919.5,919.5,60851700,14951591,748419,0.0
583,2017-01-30,920.15,923.05,919.47,920.38,920.38,78227296,14951591,678966,0.0
584,2017-01-31,920.96,972.02,920.96,970.4,970.4,164582000,24951491,2684020,0.668818455507511
585,2017-02-01,970.94,989.11,970.74,989.02,989.02,150110000,24951566,3422760,3.005832396985042e-06
586,2017-02-02,990.0,1013.52,983.22,1011.8,1011.8,145820992,24951441,3500000,-5.0097056032427645e-06
587,2017-02-03,1011.46,1033.87,1008.79,1029.91,1029.91,201278000,24951541,2987820,4.007784560444705e-06
588,2017-02-04,1031.33,1045.9,1015.16,1042.9,1042.9,155064000,24951566,2849920,1.0019421246010296e-06
589,2017-02-05,1043.52,1043.63,1022.37,1027.34,1027.34,114208000,24951566,2123340,0.0
590,2017-02-06,1028.4,1044.64,1028.16,1038.15,1038.15,111762000,24951541,1106530,-1.0019411206263484e-06
591,2017-02-07,1040.14,1061.93,1040.14,1061.35,1061.35,146007008,24951546,1613340,2.0038842496461484e-07
592,2017-02-08,1062.32,1078.97,1037.49,1063.07,1063.07,201855008,24950971,2956910,-2.304466424640772e-05
593,2017-02-09,1064.7,1088.99,953.34,994.38,994.38,407220000,24950971,8817310,0.0
594,2017-02-10,995.63,998.91,946.69,988.67,988.67,190452000,24950971,3326290,0.0
595,2017-02-11,988.9,1009.29,982.83,1004.45,1004.45,102261000,24950971,2065590,0.0
596,2017-02-12,1003.52,1004.76,996.92,999.18,999.18,67530000,24950971,1109220,0.0
597,2017-02-13,998.89,1002.1,976.0,990.64,990.64,100607000,24950996,1349720,1.001965013625039e-06
598,2017-02-14,991.73,1011.51,986.47,1004.55,1004.55,137946000,24950996,2420540,0.0
599,2017-02-15,1006.21,1008.84,1001.58,1007.48,1007.48,89759400,24950996,1649110,0.0
600,2017-02-16,1007.65,1033.37,1007.65,1027.44,1027.44,122277000,24950996,1568140,0.0
601,2017-02-17,1026.12,1053.17,1025.64,1046.21,1046.21,136474000,24950996,2134780,0.0
602,2017-02-18,1049.21,1061.1,1046.96,1054.42,1054.42,99073504,24950996,1399320,0.0
603,2017-02-19,1054.76,1056.81,1043.46,1047.87,1047.87,77423296,24948650,1078990,-9.402430267713147e-05
604,2017-02-20,1048.69,1080.49,1041.69,1079.98,1079.98,109478000,24950996,1523820,9.403314407796515e-05
605,2017-02-21,1079.28,1117.25,1076.93,1115.3,1115.3,186868992,24950996,1523820,0.0
606,2017-02-22,1114.8,1125.39,1100.55,1117.44,1117.44,136100000,24950996,1523820,0.0
607,2017-02-23,1117.27,1176.62,1116.96,1166.72,1166.72,189454000,24950996,1523820,0.0
608,2017-02-24,1172.71,1200.39,1131.96,1173.68,1173.68,330759008,24950946,10601000,-2.0039280195227605e-06
609,2017-02-25,1170.41,1174.85,1124.59,1143.84,1143.84,139960992,24950996,3788500,2.0039320351994405e-06
610,2017-02-26,1144.27,1167.47,1130.2,1165.2,1165.2,116486000,24950986,2262280,-4.0078560392675655e-07
611,2017-02-27,1163.78,1181.98,1163.38,1179.97,1179.97,131570000,24950994,3025070,3.2062861166082257e-07
612,2017-02-28,1180.72,1193.25,1171.82,1179.97,1179.97,184956000,24950245,5597980,-3.0018844139001466e-05
613,2017-03-01,1180.04,1222.5,1179.69,1222.5,1222.5,229056992,24950944,11909100,2.8015756959431926e-05
614,2017-03-02,1224.68,1262.13,1215.62,1251.01,1251.01,368275008,24950994,14458600,2.0039321959597345e-06
615,2017-03-03,1250.71,1280.31,1250.71,1274.99,1274.99,315739008,24950994,12280800,0.0
616,2017-03-04,1277.43,1279.4,1230.51,1255.15,1255.15,183270000,24950994,6390790,0.0
617,2017-03-05,1254.29,1267.29,1238.06,1267.12,1267.12,134127000,24950994,6096400,0.0
618,2017-03-06,1267.47,1276.0,1264.6,1272.83,1272.83,153656992,24950378,4258370,-2.4688395179772726e-05
619,2017-03-07,1273.21,1275.55,1204.8,1223.54,1223.54,291256000,34950378,10839700,0.40079553103363796
620,2017-03-08,1223.23,1232.16,1148.08,1150.0,1150.0,332603008,34950378,11858400,0.0
621,2017-03-09,1150.35,1197.46,1141.23,1188.49,1188.49,212283008,34947302,9734810,-8.801049304818509e-05
622,2017-03-10,1189.36,1270.47,1077.25,1116.72,1116.72,563795968,34949888,25813700,7.399712859101903e-05
623,2017-03-11,1116.32,1193.83,1116.32,1175.83,1175.83,283320000,34950378,15605200,1.4020073540788047e-05
624,2017-03-12,1176.62,1226.98,1175.36,1221.38,1221.38,227176000,34950378,13128500,0.0
625,2017-03-13,1221.78,1237.37,1217.03,1231.92,1231.92,380276992,34950378,24793700,0.0
626,2017-03-14,1232.16,1244.81,1220.72,1240.0,1240.0,245306000,34950363,14028000,-4.2917990761282e-07
627,2017-03-15,1240.16,1251.61,1239.75,1249.61,1249.61,297804992,34950363,20307400,0.0
628,2017-03-16,1251.33,1257.98,1152.44,1187.81,1187.81,638568000,34950363,33318300,0.0
629,2017-03-17,1180.16,1180.16,1099.57,1100.23,1100.23,706598976,44950863,46299600,0.2861343671881176
630,2017-03-18,1099.69,1114.07,957.66,973.82,973.82,621302016,44950863,48680000,0.0
631,2017-03-19,976.73,1069.91,976.73,1036.74,1036.74,406648000,44950863,33331100,0.0
632,2017-03-20,1037.24,1063.03,1036.68,1054.23,1054.23,286529984,44950863,16362400,0.0
633,2017-03-21,1055.36,1122.43,1055.36,1120.54,1120.54,337391008,44950863,21689800,0.0
634,2017-03-22,1120.65,1120.65,1014.21,1049.14,1049.14,380840992,44950863,22663400,0.0
635,2017-03-23,1050.05,1058.01,1028.93,1038.59,1038.59,248540000,44950863,12745200,0.0
636,2017-03-24,1038.45,1040.47,934.36,937.52,937.52,491038016,44946278,30904000,-0.00010200026637974258
637,2017-03-25,936.54,975.76,903.71,972.78,972.78,435803008,44947446,28632000,2.5986578910952574e-05
638,2017-03-26,974.02,1007.96,954.19,966.72,966.72,303668000,44950853,17747400,7.579963497805764e-05
639,2017-03-27,972.05,1046.4,971.98,1045.77,1045.77,372535008,44950853,19089000,0.0
640,2017-03-28,1044.58,1064.65,1027.73,1047.15,1047.15,326332000,44950853,15987800,0.0
641,2017-03-29,1046.08,1055.13,1015.88,1039.97,1039.97,298457984,54947171,16806400,0.2223832771315819
642,2017-03-30,1042.21,1049.29,1020.04,1026.43,1026.43,352968992,54950578,24779300,6.200501205055886e-05
643,2017-03-31,1026.64,1074.92,1026.64,1071.79,1071.79,447287008,54948877,34180300,-3.0955088406892095e-05
644,2017-04-01,1071.71,1091.72,1061.09,1080.5,1080.5,289633984,54929547,15146700,-0.0003517815295842608
645,2017-04-02,1080.61,1107.59,1075.45,1102.17,1102.17,514187008,54950868,44049700,0.0003881517537365209
646,2017-04-03,1102.95,1151.74,1102.95,1143.81,1143.81,580444032,54935536,42899500,-0.00027901288110676603
647,2017-04-04,1145.52,1156.44,1120.52,1133.25,1133.25,436310016,54950868,26547700,0.00027909075102128256
648,2017-04-05,1134.14,1135.09,1113.63,1124.78,1124.78,414784000,54950868,26179400,0.0
649,2017-04-06,1125.81,1188.37,1125.81,1182.68,1182.68,511222016,54947735,33959900,-5.701456799556137e-05
650,2017-04-07,1178.94,1186.58,1163.39,1176.9,1176.9,317022016,54943779,21301500,-7.199568826632419e-05
651,2017-04-08,1172.65,1184.98,1162.58,1175.95,1175.95,209312000,54935811,14699300,-0.00014502096770596662
652,2017-04-09,1176.57,1197.21,1171.86,1187.87,1187.87,242343008,54933393,11310800,-4.4015005075670466e-05
653,2017-04-10,1187.3,1190.34,1179.04,1187.13,1187.13,215883008,54946416,12321600,0.00023706891726127388
654,2017-04-11,1187.46,1208.07,1187.46,1205.01,1205.01,216182000,54942243,12220700,-7.594671870858605e-05
655,2017-04-12,1204.81,1207.14,1196.76,1200.37,1200.37,288702016,50722714,20816300,-0.07679935819147388
656,2017-04-13,1201.02,1205.89,1156.44,1169.28,1169.28,351968992,50721090,24023100,-3.201721422085857e-05
657,2017-04-14,1170.33,1190.8,1159.79,1167.54,1167.54,254827008,50683743,14781400,-0.0007363209268570481
658,2017-04-15,1167.3,1188.0,1164.96,1172.52,1172.52,203559008,50740677,13952000,0.0011233187730432803
659,2017-04-16,1172.61,1187.22,1172.61,1182.94,1182.94,183231008,50720684,7306380,-0.00039402312271075157
660,2017-04-17,1183.25,1194.9,1172.65,1193.91,1193.91,253206000,50707034,17191700,-0.0002691209763653335
661,2017-04-18,1193.77,1217.57,1193.77,1211.67,1211.67,270524000,60720811,26772400,0.19748299614605735
662,2017-04-19,1212.13,1215.51,1205.08,1210.29,1210.29,288060992,54799389,17328300,-0.0975188226652638
663,2017-04-20,1211.08,1240.79,1208.41,1229.08,1229.08,315108000,54685108,21333000,-0.002085442959957051
664,2017-04-21,1229.42,1235.94,1215.56,1222.05,1222.05,272167008,53921581,15889200,-0.013962247272145789
665,2017-04-22,1222.71,1235.56,1208.47,1231.71,1231.71,249320000,51551671,14696400,-0.043951048097050416
666,2017-04-23,1231.92,1232.2,1203.94,1207.21,1207.21,258951008,50428865,17240500,-0.021780205727957913
667,2017-04-24,1209.63,1250.94,1209.63,1250.15,1250.15,235806000,50234068,15356200,-0.0038628075408796425
668,2017-04-25,1250.45,1267.58,1249.97,1265.49,1265.49,242556000,59173319,12844000,0.17795196279942926
669,2017-04-26,1265.99,1294.83,1265.93,1281.08,1281.08,329631008,57269672,18627500,-0.032170698418995225
670,2017-04-27,1281.88,1319.7,1281.3,1317.73,1317.73,449196992,57451548,23944000,0.0031757821137861075
671,2017-04-28,1317.74,1331.28,1292.37,1316.48,1316.48,527488992,58061162,26194900,0.01061092383446316
672,2017-04-29,1317.84,1327.2,1315.21,1321.79,1321.79,422705984,59056951,26706500,0.017150690163589832
673,2017-04-30,1321.87,1347.91,1314.92,1347.89,1347.89,413115008,59030847,23235700,-0.0004420140145737772
674,2017-05-01,1348.3,1434.32,1348.3,1421.6,1421.6,713624000,58985214,44670600,-0.0007730365108939985
675,2017-05-02,1421.03,1473.9,1415.69,1452.82,1452.82,477337984,58813389,22315600,-0.0029130181675699474
676,2017-05-03,1453.78,1492.77,1447.49,1490.09,1490.09,583795968,57343290,32968500,-0.02499599198407021
677,2017-05-04,1490.72,1608.91,1490.72,1537.67,1537.67,933548992,59017937,55789000,0.029203887673692863
678,2017-05-05,1540.87,1618.03,1530.31,1555.45,1555.45,946035968,59620254,69867200,0.010205660018241636
679,2017-05-06,1556.81,1578.8,1542.5,1578.8,1578.8,582529984,60442604,43920500,0.01379313144154004
680,2017-05-07,1579.47,1596.72,1559.76,1596.71,1596.71,1080029952,60471621,71995800,0.000480075279351011
681,2017-05-08,1596.92,1723.35,1596.92,1723.35,1723.35,1340320000,60358457,86459100,-0.0018713571445355681
682,2017-05-09,1723.89,1833.49,1716.3,1755.36,1755.36,1167920000,60557091,61672300,0.0032909058626200416
683,2017-05-10,1756.52,1788.44,1719.1,1787.13,1787.13,915723008,61153035,47181800,0.009841027535487212
684,2017-05-11,1780.37,1873.93,1755.35,1848.57,1848.57,799489984,61237960,46601300,0.0013887291121363887
685,2017-05-12,1845.76,1856.15,1694.01,1724.24,1724.24,740984000,60739540,42430100,-0.00813906929623387
686,2017-05-13,1723.12,1812.99,1651.08,1804.91,1804.91,579635008,61009403,29665200,0.004442954293035539
687,2017-05-14,1800.86,1831.42,1776.62,1808.91,1808.91,437196000,61257615,24036300,0.004068422043074227
688,2017-05-15,1808.44,1812.8,1708.54,1738.43,1738.43,731529024,60650909,36805000,-0.009904172730198502
689,2017-05-16,1741.7,1785.94,1686.54,1734.45,1734.45,959044992,60409623,52967200,-0.003978275082406446
690,2017-05-17,1726.73,1864.05,1661.91,1839.09,1839.09,1064729984,60275279,60394800,-0.002223884098730422
691,2017-05-18,1818.7,1904.48,1807.12,1888.65,1888.65,894321024,60573096,46032800,0.00494094768105513
692,2017-05-19,1897.37,2004.52,1890.25,1987.71,1987.71,1157289984,61690581,49029800,0.018448536954426054
693,2017-05-20,1984.24,2084.73,1974.92,2084.73,2084.73,961336000,61880322,42031700,0.0030756883291469528
694,2017-05-21,2067.03,2119.08,2037.5,2041.2,2041.2,1147859968,62394264,45289700,0.008305418966630507
695,2017-05-22,2043.19,2303.9,2017.87,2173.4,2173.4,1942220032,62394332,79143200,1.089843771451271e-06
696,2017-05-23,2191.56,2320.82,2178.5,2320.42,2320.42,1378749952,62394332,67556600,0.0
697,2017-05-24,2321.37,2523.72,2321.37,2443.64,2443.64,1725379968,69762208,76707400,0.1180856620117352
698,2017-05-25,2446.24,2763.71,2285.3,2304.98,2304.98,2406700032,72497981,141475000,0.03921568824197763
699,2017-05-26,2320.89,2573.79,2071.99,2202.42,2202.42,1763480064,97843500,126623000,0.34960310136085027
700,2017-05-27,2196.27,2260.2,1855.83,2038.87,2038.87,1700480000,108143500,186831000,0.10527015080204616
701,2017-05-28,2054.08,2267.34,2054.08,2155.8,2155.8,1147139968,109193437,110635000,0.009708738851618381
702,2017-05-29,2159.43,2307.05,2107.17,2255.61,2255.61,994625024,107093563,80211800,-0.019230771168051053
703,2017-05-30,2255.36,2301.96,2124.57,2175.47,2175.47,1443970048,106043626,107674000,-0.009803922575626678
704,2017-05-31,2187.19,2311.08,2145.57,2286.41,2286.41,1544829952,108143500,85586600,0.01980198225209695
705,2017-06-01,2288.33,2448.39,2288.33,2407.88,2407.88,1653180032,108143500,100492000,0.0
706,2017-06-02,2404.03,2488.55,2373.32,2488.55,2488.55,1317030016,108143500,49123900,0.0
707,2017-06-03,2493.72,2581.91,2423.57,2515.35,2515.35,1514950016,107093563,44185500,-0.009708738851618492
708,2017-06-04,2547.79,2585.89,2452.54,2511.81,2511.81,1355120000,106043626,49287400,-0.009803922575626678
709,2017-06-05,2512.4,2686.81,2510.22,2686.81,2686.81,1369309952,107093563,49099600,0.009900991126048364
710,2017-06-06,2690.84,2999.91,2690.84,2863.2,2863.2,2089609984,104993690,152071000,-0.01960783581362402
711,2017-06-07,2869.38,2869.38,2700.56,2732.16,2732.16,1517709952,106043626,96923700,0.009999991428056187
712,2017-06-08,2720.49,2815.3,2670.95,2805.62,2805.62,1281170048,127493815,66659300,0.2022770232319291
713,2017-06-09,2807.44,2901.71,2795.62,2823.81,2823.81,1348950016,127416936,57468300,-0.0006030018005187543
714,2017-06-10,2828.14,2950.99,2746.55,2947.71,2947.71,2018889984,130043691,79223300,0.020615430589227213
715,2017-06-11,2942.41,2996.6,2840.53,2958.11,2958.11,1752400000,128768753,86165400,-0.009803920437785774
716,2017-06-12,2953.22,2997.26,2518.56,2659.63,2659.63,2569530112,130043691,210213000,0.00990098894566449
717,2017-06-13,2680.91,2789.04,2650.38,2717.02,2717.02,1781200000,128768753,106761000,-0.009803920437785774
718,2017-06-14,2716.88,2786.83,2412.94,2506.37,2506.37,1696560000,131318629,139424000,0.01980197789132898
719,2017-06-15,2499.58,2534.71,2212.96,2464.58,2464.58,2026259968,128768753,245700000,-0.019417473510174976
720,2017-06-16,2469.57,2539.92,2385.15,2518.56,2518.56,1195190016,130043691,110022000,0.00990098894566449
721,2017-06-17,2514.01,2685.19,2484.96,2655.88,2655.88,1534509952,126108339,103988000,-0.030261767946897167
722,2017-06-18,2655.35,2662.1,2516.33,2548.29,2548.29,1178659968,127493815,114384000,0.010986394801377974
723,2017-06-19,2549.03,2662.85,2549.03,2589.6,2589.6,1446840064,126486103,75013400,-0.007904006951239162
724,2017-06-20,2591.26,2763.45,2589.82,2721.79,2721.79,1854189952,140922380,88683200,0.11413330522168108
725,2017-06-21,2709.43,2772.01,2660.4,2689.1,2689.1,1626579968,141818179,108364000,0.006356683729014545
726,2017-06-22,2691.03,2723.74,2642.36,2705.41,2705.41,1097939968,140886351,64267900,-0.006570582181851359
727,2017-06-23,2707.34,2765.17,2706.37,2744.91,2744.91,961318976,144693825,41135200,0.027025144543632917
728,2017-06-24,2738.52,2757.94,2583.19,2608.72,2608.72,982750016,146140763,77845200,0.00999999827221365
729,2017-06-25,2607.25,2682.26,2552.12,2589.41,2589.41,1161100032,146140763,101752000,0.0
730,2017-06-26,2590.57,2615.25,2376.29,2478.45,2478.45,1663280000,140449521,190073000,-0.038943562926382125
731,2017-06-27,2478.45,2552.45,2332.99,2552.45,2552.45,1489789952,146140763,171944000,0.040521619151695054
732,2017-06-28,2553.03,2603.98,2484.42,2574.79,2574.79,1183869952,146140763,128624000,0.0
733,2017-06-29,2567.56,2588.83,2510.48,2539.32,2539.32,949979008,219280202,103448000,0.5004725409843385
734,2017-06-30,2539.24,2559.25,2478.43,2480.84,2480.84,860273024,217130396,72275100,-0.00980392201572311
735,2017-07-01,2492.6,2515.27,2419.23,2434.55,2434.55,779913984,219280202,82282000,0.009900990555002709
736,2017-07-02,2436.4,2514.28,2394.84,2506.47,2506.47,803747008,222180396,76483300,0.013225972858233792
737,2017-07-03,2498.56,2595.0,2480.47,2564.06,2564.06,964112000,219980581,87391000,-0.009901031052262588
738,2017-07-04,2561.0,2631.59,2559.35,2601.64,2601.64,985516032,219402252,87515500,-0.002629000238889234
739,2017-07-05,2602.87,2622.65,2538.55,2601.99,2601.99,941566016,219358475,67126700,-0.00019952848979876148
740,2017-07-06,2608.1,2616.72,2581.69,2608.56,2608.56,761956992,219981353,44443000,0.0028395438106505466
741,2017-07-07,2608.59,2916.14,2498.87,2518.66,2518.66,917411968,222181166,84032200,0.009999997590704801
742,2017-07-08,2520.27,2571.34,2492.31,2571.34,2571.34,733329984,219981353,62482500,-0.009900987737187394
743,2017-07-09,2572.61,2635.49,2517.59,2518.44,2518.44,527856000,222181166,44969700,0.009999997590704801
744,2017-07-10,2525.25,2537.16,2321.13,2372.56,2372.56,1111200000,234705484,130232000,0.05636984549806523
745,2017-07-11,2385.89,2413.47,2296.81,2337.79,2337.79,1329760000,261571065,178663000,0.11446507572869491
746,2017-07-12,2332.77,2423.71,2275.14,2398.84,2398.84,1117410048,268981303,130950000,0.028329731348534226
747,2017-07-13,2402.7,2425.22,2340.83,2357.9,2357.9,835769984,292376141,104503000,0.08697570328893822
748,2017-07-14,2360.59,2363.25,2183.22,2233.34,2233.34,882502976,289481328,93376200,-0.009900989150821271
749,2017-07-15,2230.12,2231.14,1990.41,1998.86,1998.86,993608000,294481328,124373000,0.017272271184274768
750,2017-07-16,1991.98,2058.77,1843.03,1929.82,1929.82,1182870016,294481328,177777000,0.0
751,2017-07-17,1932.62,2230.49,1932.62,2228.41,2228.41,1201760000,294501318,171873000,6.788206279750852e-05
752,2017-07-18,2233.52,2387.61,2164.77,2318.88,2318.88,1512450048,308496986,235439000,0.04752327797731626
753,2017-07-19,2323.08,2397.17,2260.23,2273.43,2273.43,1245100032,309501318,201406000,0.0032555650316790086
754,2017-07-20,2269.89,2900.7,2269.89,2817.6,2817.6,2249260032,317390677,276711000,0.02549055057658922
755,2017-07-21,2838.41,2838.41,2621.85,2667.76,2667.76,1489449984,319501318,170935000,0.006649977938703033
756,2017-07-22,2668.63,2862.42,2657.71,2810.12,2810.12,1177129984,318346635,130685000,-0.0036140163903799483
757,2017-07-23,2808.1,2832.18,2653.94,2730.4,2730.4,1072840000,317542450,115334000,-0.002526130046890507
758,2017-07-24,2732.7,2777.26,2699.19,2754.86,2754.86,866473984,317398994,75345600,-0.00045176951931935605
759,2017-07-25,2757.5,2768.08,2480.96,2576.48,2576.48,1460089984,318620128,220089000,0.0038473152816609346
760,2017-07-26,2577.77,2610.76,2450.8,2529.45,2529.45,937404032,319501313,112102000,0.0027656287929178625
761,2017-07-27,2538.71,2693.32,2529.34,2671.78,2671.78,789104000,318936334,79654000,-0.0017683151117441342
762,2017-07-28,2679.73,2897.45,2679.73,2809.01,2809.01,1380099968,319455524,116503000,0.0016278797510729248
763,2017-07-29,2807.02,2808.76,2692.8,2726.45,2726.45,803745984,318938890,72564200,-0.001617232951651837
764,2017-07-30,2724.39,2758.53,2644.85,2757.18,2757.18,705942976,319434117,61360400,0.0015527331897342567
765,2017-07-31,2763.24,2889.62,2720.61,2875.34,2875.34,860574976,319501213,75037900,0.0002100464428476112
766,2017-08-01,2871.3,2921.35,2685.61,2718.26,2718.26,1324669952,318458361,169383000,-0.003264000127598865
767,2017-08-02,2727.13,2762.53,2668.59,2710.67,2710.67,1094950016,319218773,102726000,0.0023877909740293024
768,2017-08-03,2709.56,2813.31,2685.14,2804.73,2804.73,804796992,309853219,57293600,-0.02933898251654521
769,2017-08-04,2806.93,2899.33,2743.72,2895.89,2895.89,1002120000,319501197,59376000,0.03113725276483259
770,2017-08-05,2897.63,3290.01,2874.83,3252.91,3252.91,1945699968,319501197,172739000,0.0
771,2017-08-06,3257.61,3293.29,3155.6,3213.94,3213.94,1105030016,319501202,103460000,1.5649393558803126e-08
772,2017-08-07,3212.78,3397.68,3180.89,3378.94,3378.94,1482279936,319501202,110397000,0.0
773,2017-08-08,3370.22,3484.85,3345.83,3419.94,3419.94,1752760064,319501202,130118000,0.0
774,2017-08-09,3420.4,3422.76,3247.67,3342.47,3342.47,1468960000,319167323,141046000,-0.0010450007634087433
775,2017-08-10,3341.84,3453.45,3319.47,3381.28,3381.28,1515110016,319055817,91537200,-0.0003493653390074236
776,2017-08-11,3373.82,3679.72,3372.12,3650.62,3650.62,2021190016,319143360,111081000,0.00027438145721059293
777,2017-08-12,3650.63,3949.92,3613.7,3884.71,3884.71,2219589888,319501202,132084000,0.0011212578572838972
778,2017-08-13,3880.04,4208.39,3857.8,4073.26,4073.26,3159089920,318926738,198001000,-0.0017980026253547887
779,2017-08-14,4066.1,4325.13,3989.16,4325.13,4325.13,2463089920,319261356,125475000,0.0010492002084816487
780,2017-08-15,4326.99,4455.97,3906.18,4181.93,4181.93,3258050048,322696315,214049000,0.010759081659729608
781,2017-08-16,4200.34,4381.23,3994.42,4376.63,4376.63,2272039936,318973166,120674000,-0.011537624778888422
782,2017-08-17,4384.44,4484.7,4243.71,4331.69,4331.69,2553359872,319501302,121124000,0.0016557380253108267
783,2017-08-18,4324.34,4370.13,4015.4,4160.62,4160.62,2941710080,316391931,255427000,-0.009731950951486268
784,2017-08-19,4137.75,4243.26,3970.55,4193.7,4193.7,2975820032,325891344,283337000,0.03002419489642416
785,2017-08-20,4189.31,4196.29,4069.88,4087.66,4087.66,2109769984,318439615,133762000,-0.02286568556420454
786,2017-08-21,4090.48,4109.14,3988.6,4001.74,4001.74,2800890112,319501318,208857000,0.0033340795239940046
787,2017-08-22,3998.35,4128.76,3674.58,4100.52,4100.52,3764239872,322696331,240997000,0.009999999436621998
788,2017-08-23,4089.01,4255.78,4078.41,4151.52,4151.52,2369819904,319501318,196253000,-0.009900989546732686
789,2017-08-24,4137.6,4376.39,4130.26,4334.68,4334.68,2037750016,319501318,132753000,0.0
790,2017-08-25,4332.82,4455.7,4307.35,4371.6,4371.6,1727970048,319501268,116485000,-1.5649387707927787e-07
791,2017-08-26,4372.06,4379.28,4269.52,4352.4,4352.4,1511609984,319501268,98183200,0.0
792,2017-08-27,4345.1,4416.59,4317.29,4382.88,4382.88,1537459968,319501268,104873000,0.0
793,2017-08-28,4384.45,4403.93,4224.64,4382.66,4382.66,1959330048,319498558,130984000,-8.481969467455386e-06
794,2017-08-29,4389.21,4625.68,4352.13,4579.02,4579.02,2486080000,319498507,131878000,-1.596251335556076e-07
795,2017-08-30,4570.36,4626.52,4471.41,4565.3,4565.3,1937849984,319498507,114163000,0.0
796,2017-08-31,4555.59,4736.05,4549.4,4703.39,4703.39,1944930048,319498508,110010000,3.1299050018418484e-09
797,2017-09-01,4701.76,4892.01,4678.53,4892.01,4892.01,2599079936,322693265,198779000,0.009999286131251672
798,2017-09-02,4901.42,4975.04,4469.24,4578.77,4578.77,2722139904,350878248,343143000,0.08734295399688619
799,2017-09-03,4585.27,4714.08,4417.59,4582.96,4582.96,1933190016,363998283,191927000,0.03739198731977256
800,2017-09-04,4591.63,4591.63,4108.4,4236.31,4236.31,2987330048,377602248,374219000,0.03737370651278593
801,2017-09-05,4228.29,4427.84,3998.11,4376.53,4376.53,2697969920,389050265,271022000,0.030317661138500318
802,2017-09-06,4376.59,4617.25,4376.59,4597.12,4597.12,2172100096,385198282,194894000,-0.009900990557094258
803,2017-09-07,4589.14,4655.04,4491.33,4599.88,4599.88,1844620032,393697782,166362000,0.022065259366862877
804,2017-09-08,4605.16,4661.0,4075.18,4228.75,4228.75,2700890112,397634759,319158000,0.00999999791718409
805,2017-09-09,4229.81,4308.82,4114.11,4226.06,4226.06,1386230016,403697782,122156000,0.015247718824299206
806,2017-09-10,4229.34,4245.44,3951.04,4122.94,4122.94,1679090048,407734759,163257000,0.009999997968777485
807,2017-09-11,4122.47,4261.67,4099.4,4161.27,4161.27,1557330048,403700492,126682000,-0.009894341630069414
808,2017-09-12,4168.88,4344.65,4085.22,4130.81,4130.81,1864530048,403700492,162544000,0.0
809,2017-09-13,4131.98,4131.98,3789.92,3882.59,3882.59,2219409920,413700492,256521000,0.02477083926863277
810,2017-09-14,3875.37,3920.6,3153.86,3154.95,3154.95,2716310016,418603772,352449000,0.011852245996361921
811,2017-09-15,3166.3,3733.45,2946.62,3637.52,3637.52,4148069888,441955574,545294000,0.055784977494182764
812,2017-09-16,3637.75,3808.84,3487.79,3625.04,3625.04,1818400000,443888332,234360000,0.004373195211697878
813,2017-09-17,3606.28,3664.81,3445.64,3582.88,3582.88,1239149952,444591877,118935000,0.0015849594352481677
814,2017-09-18,3591.09,4079.23,3591.09,4065.2,4065.2,1943209984,443193636,214669000,-0.003144998980716851
815,2017-09-19,4073.79,4094.07,3868.87,3924.97,3924.97,1563980032,443158238,163402000,-7.987028044775801e-05
816,2017-09-20,3916.36,4031.39,3857.73,3905.95,3905.95,1213830016,441591412,137452000,-0.0035355903730260874
817,2017-09-21,3901.47,3916.42,3613.63,3631.04,3631.04,1411480064,445507813,231878000,0.008868834161113615
818,2017-09-22,3628.02,3758.27,3553.53,3630.7,3630.7,1194829952,444649400,164925000,-0.0019268191824056702
819,2017-09-23,3629.92,3819.21,3594.58,3792.4,3792.4,928113984,442852921,117402000,-0.0040402146050348975
820,2017-09-24,3796.15,3796.15,3666.9,3682.84,3682.84,768014976,444423729,91704300,0.003547019620990577
821,2017-09-25,3681.58,3950.25,3681.58,3926.07,3926.07,1374210048,442764424,160605000,-0.0037336102726414078
822,2017-09-26,3928.41,3969.89,3869.9,3892.35,3892.35,1043740032,427894442,104531000,-0.033584410115118035
823,2017-09-27,3892.94,4210.05,3884.82,4200.67,4200.67,1686880000,428488057,200757000,0.001387293083839669
824,2017-09-28,4197.13,4279.31,4109.7,4174.73,4174.73,1712320000,426695680,232811000,-0.004183026739529416
825,2017-09-29,4171.62,4214.63,4039.29,4163.07,4163.07,1367049984,438276703,205556000,0.02714117705621022
826,2017-09-30,4166.11,4358.43,4160.86,4338.71,4338.71,1207449984,435686576,116561000,-0.005909798495495222
827,2017-10-01,4341.05,4403.74,4269.81,4403.74,4403.74,1208210048,436468042,103305000,0.0017936425932021383
828,2017-10-02,4395.81,4470.23,4377.46,4409.32,4409.32,1431730048,437459298,126736000,0.0022710849469249617
829,2017-10-03,4408.46,4432.47,4258.89,4317.48,4317.48,1288019968,438049331,137141000,0.0013487723376723881
830,2017-10-04,4319.37,4352.31,4210.42,4229.36,4229.36,1116770048,437363144,115319000,-0.001566460559210392
831,2017-10-05,4229.88,4362.64,4164.05,4328.41,4328.41,1161769984,437100907,119445000,-0.0005995864159966668
832,2017-10-06,4324.46,4413.27,4320.53,4370.81,4370.81,1069939968,437468039,91708500,0.0008399250473301034
